Epoc,Iter,M2,D2,V2,Pmech2,Loss
81,407,9.433574677,7.85142374,1.62522614,0.383791506,0.000137264
81,408,9.435097694,7.849455357,1.621248364,0.387986988,0.000150139
81,409,9.451812744,7.839833736,1.605158091,0.376067638,0.000553605
82,410,9.451870918,7.83991003,1.599624872,0.382871687,0.000200892
82,411,9.451929092,7.839986801,1.594204545,0.390427172,0.000117328
82,412,9.452762604,7.845647812,1.594141841,0.390843362,0.000162762
82,413,9.453684807,7.851407528,1.600807548,0.38490808,0.000192897
82,414,9.454604149,7.857201099,1.608780622,0.378540933,0.000125237
83,415,9.454971313,7.856116772,1.603370428,0.384817272,0.000200897
83,416,9.455340385,7.855027199,1.598765254,0.391143203,0.000118126
83,417,9.455735207,7.853992939,1.600453973,0.391721427,0.000178769
83,418,9.45608902,7.853233814,1.608672976,0.386455595,0.000182985
83,419,9.45644474,7.852469444,1.618082643,0.380823255,0.000112604
84,420,9.456246376,7.852267742,1.617953181,0.381551594,2.11E-05
84,421,9.456086159,7.852114201,1.613727808,0.387546778,0.000153783
84,422,9.455924034,7.851958275,1.610514998,0.393371224,0.000111029
84,423,9.455852509,7.852522373,1.613322496,0.393481284,0.000160413
84,424,9.471313477,7.836473465,1.605617762,0.375860214,0.000554797
85,425,9.475660324,7.834731579,1.589325309,0.387549162,0.000540177
85,426,9.480051994,7.832986355,1.578535795,0.394334555,0.000164616
85,427,9.484520912,7.83122015,1.580832243,0.388556123,0.000392082
85,428,9.490386009,7.835306168,1.588042378,0.374765098,0.000151833
85,429,9.496072769,7.839992523,1.591756701,0.365959942,0.000144892
86,430,9.495978355,7.844495773,1.580602527,0.379167557,0.000391143
86,431,9.495883942,7.849020481,1.570225716,0.392562479,0.000129627
86,432,9.496128082,7.853665352,1.572777748,0.393001646,0.000391623
86,433,9.49686718,7.864535809,1.587368011,0.380434722,0.000370095
86,434,9.49762249,7.87543869,1.602583051,0.368287504,0.000136702
87,435,9.497904778,7.87564373,1.590695739,0.381964445,0.000396465
87,436,9.498188972,7.875849247,1.579882145,0.395507962,0.000123121
87,437,9.498727798,7.876263618,1.583056569,0.395221651,0.000412679
87,438,9.499726295,7.873558521,1.599248648,0.381923586,0.000370705
87,439,9.500750542,7.870863914,1.614902496,0.370222121,0.000126338
88,440,9.49764061,7.8737607,1.611188769,0.380800962,0.000180583
88,441,9.494618416,7.876865864,1.60341692,0.396633446,0.000155149
88,442,9.510006905,7.871379375,1.580937266,0.393121362,0.000591354
88,443,9.525033951,7.865471363,1.572036505,0.377611309,0.000355926
88,444,9.540007591,7.859639645,1.563140869,0.362707287,6.05E-05
89,445,9.540155411,7.859741211,1.554000974,0.373637497,0.000302532
89,446,9.54029274,7.859863758,1.546716809,0.383828491,0.000154636
89,447,9.541071892,7.858356476,1.549236298,0.383716673,0.000271663
89,448,9.541644096,7.857631683,1.56406796,0.37250042,0.000330234
89,449,9.542220116,7.856922626,1.577597499,0.363840044,0.000146336
90,450,9.542240143,7.858602047,1.566430688,0.377173305,0.000357698
90,451,9.542289734,7.860300541,1.556802511,0.389795601,0.000119319
90,452,9.542644501,7.862393379,1.561854005,0.387871623,0.000415066
90,453,9.543215752,7.864822865,1.579000592,0.374122053,0.000315291
90,454,9.54381752,7.867226124,1.593173862,0.364701211,0.000153883
91,455,9.544151306,7.867508411,1.57914114,0.380844563,0.000446369
91,456,9.544492722,7.867595673,1.567707896,0.395378679,0.000134825
91,457,9.545274734,7.868036747,1.573848128,0.39227128,0.000518549
91,458,9.547439575,7.866517544,1.590874553,0.376210719,0.000297083
91,459,9.549749374,7.8649683,1.604056954,0.365279257,0.000163967
92,460,9.552500725,7.866837502,1.583168983,0.384569079,0.00061834
92,461,9.555276871,7.868754864,1.567392826,0.399571896,0.00015099
92,462,9.559617043,7.872918129,1.570848346,0.392949939,0.000662897
92,463,9.564264297,7.877358437,1.58964169,0.371151865,0.000400826
92,464,9.564691544,7.872085571,1.608664036,0.358830899,0.000107241
93,465,9.562252045,7.854290485,1.594143152,0.383003503,0.000722094
93,466,9.559808731,7.836416721,1.580980659,0.406803101,0.000112876
93,467,9.558038712,7.815982819,1.594351053,0.404291034,0.000917546
93,468,9.554274559,7.788620472,1.634031057,0.381243974,0.000660702
93,469,9.550914764,7.761422634,1.664117098,0.369121015,0.00024233
94,470,9.552165031,7.764280319,1.637025595,0.398775786,0.001053359
94,471,9.553985596,7.766271591,1.616445184,0.421338558,0.000131182
94,472,9.557378769,7.769057751,1.627331972,0.410944134,0.001282343
94,473,9.561758995,7.771894932,1.657609105,0.379934579,0.000547696
94,474,9.566628456,7.774665833,1.672443151,0.366400927,0.000418236
95,475,9.566851616,7.778841496,1.64413321,0.399732709,0.00125147
95,476,9.567107201,7.78306818,1.621599317,0.427925438,0.000121704
95,477,9.569283485,7.788624763,1.636325836,0.417343825,0.001678876
95,478,9.575634956,7.802555084,1.670996785,0.379002631,0.000854683
95,479,9.582558632,7.816911221,1.686493635,0.362297654,0.000570374
96,480,9.584874153,7.818312645,1.647748947,0.404682159,0.001929599
96,481,9.587004662,7.820158005,1.61258018,0.446577668,0.000261832
96,482,9.591582298,7.823060989,1.638761044,0.428622723,0.003781512
96,483,9.597286224,7.827421188,1.699970365,0.375170469,0.001385426
96,484,9.604223251,7.832895756,1.732071042,0.354129434,0.001150102
97,485,9.606069565,7.83539629,1.68276906,0.412785411,0.003579394
97,486,9.607850075,7.837825298,1.64249599,0.463049859,0.000150933
97,487,9.615209579,7.837971687,1.669790387,0.444051057,0.004974218
97,488,9.62673378,7.835847378,1.737071753,0.380451739,0.002107058
97,489,9.639844894,7.835001945,1.771992445,0.352617055,0.001373923
98,490,9.768848419,7.887494564,1.500404239,0.485289454,0.019141639
98,491,9.910731316,7.953959942,1.338461399,0.497724563,0.016025018
98,492,10.07517624,8.044424057,1.321651816,0.345263124,0.032732382
98,493,10.23310661,8.133699417,1.313698769,0.188660249,0.000403383
98,494,10.40277958,8.176365852,1.220204115,0.120198853,0.011255476
99,495,10.35669804,8.011436462,1.266428709,0.344397545,0.089994624
99,496,10.31160355,7.855916977,1.344842672,0.524905741,0.002191704
99,497,10.29972076,7.737273693,1.551693559,0.566889226,0.038993787
99,498,10.32156563,7.653579712,1.824901104,0.480178714,0.034328327
99,499,10.34518814,7.570446968,2.079820156,0.368079185,0.0016633
100,500,10.48358536,7.658662319,1.880959153,0.509111285,0.048150085
100,501,10.64213753,7.851522923,1.700908661,0.594595909,0.007430158
100,502,10.79825687,8.045045853,1.61615479,0.568640232,0.031697646
100,503,10.96569347,8.238050461,1.596867681,0.443266332,0.027526474
100,504,11.1269207,8.42003727,1.598842859,0.292078525,0.003080966
101,505,11.13075161,8.423461914,1.569814444,0.339009315,0.007046964
101,506,11.13493538,8.431531906,1.528248787,0.406157553,0.001448811
101,507,11.13972569,8.439426422,1.501900673,0.452270925,0.001578085
101,508,11.1490345,8.450899124,1.507798076,0.452104896,0.006935651
101,509,11.16534615,8.459644318,1.534467936,0.414847434,0.004407453
102,510,11.16668797,8.45833683,1.550348043,0.391962379,0.001782115
102,511,11.16736794,8.456741333,1.578990817,0.353581816,0.000930685
102,512,11.16837406,8.455537796,1.599676847,0.32805106,0.000648424
102,513,11.17209244,8.463267326,1.602564335,0.326962203,0.001996957
102,514,11.17742443,8.482556343,1.586185217,0.355320066,0.002756865
103,515,11.17707634,8.482521057,1.588772297,0.353783876,0.000256512
103,516,11.17756939,8.485448837,1.585050344,0.361308634,0.000414866
103,517,11.17827606,8.48859024,1.575329185,0.378627121,0.0004075
103,518,11.17898655,8.491746902,1.566341639,0.395723462,0.000132254
103,519,11.17998314,8.494732857,1.558907509,0.410592377,0.000103101
104,520,11.18079281,8.495565414,1.572066069,0.391838014,0.001148279
104,521,11.18172646,8.496443748,1.591047049,0.365351319,0.000301653
104,522,11.18279457,8.497450829,1.60474968,0.347649753,0.000344875
104,523,11.18464088,8.499005318,1.605828047,0.349755287,0.001223591
104,524,11.18727016,8.501219749,1.594903946,0.37053448,0.001084358
105,525,11.18503094,8.489975929,1.606479287,0.360922396,0.000572424
105,526,11.18346405,8.477319717,1.61109221,0.361953139,0.000439747
105,527,11.18221664,8.464924812,1.607334375,0.376394451,0.000595444
105,528,11.18100262,8.452549934,1.600642562,0.396085769,0.000183881
105,529,11.17979813,8.44017601,1.599575162,0.408553064,0.000263863
106,530,11.1778574,8.469132423,1.615888238,0.388304651,0.001263977
106,531,11.17547417,8.498350143,1.629756689,0.373191804,0.000147006
106,532,11.17326546,8.527781487,1.637628436,0.367846519,0.000350285
106,533,11.17156506,8.557986259,1.637086034,0.375526488,0.00053742
106,534,11.1700449,8.588438988,1.630673766,0.392745286,0.000325878
107,535,11.17004681,8.588441849,1.631741524,0.391967446,0.000100806
107,536,11.16936207,8.586566925,1.629806757,0.39775148,0.000167919
107,537,11.16824913,8.583562851,1.634664297,0.395673364,0.000282812
107,538,11.16714001,8.580543518,1.641380072,0.39167273,0.00010613
107,539,11.12149429,8.549944878,1.677892208,0.440799296,0.006946721
108,540,11.12403107,8.54404068,1.687362552,0.424148142,0.000719554
108,541,11.12265778,8.537203789,1.717982531,0.386695504,0.001171278
108,542,11.12156677,8.531233788,1.739301324,0.363918066,0.000579968
108,543,11.12228394,8.526350975,1.740621924,0.371588349,0.002254373
108,544,11.12434959,8.522322655,1.724587917,0.405686557,0.001686826
109,545,11.12451172,8.522275925,1.723649383,0.407605678,8.04E-05
109,546,11.1239357,8.531311035,1.7188375,0.416623622,0.000175543
109,547,11.12335587,8.540280342,1.71635139,0.422922075,7.67E-05
109,548,11.12297726,8.549031258,1.718030453,0.423465192,0.000129879
109,549,11.12020397,8.549175262,1.733819366,0.410376936,0.000532594
110,550,11.1199131,8.550169945,1.735985398,0.408574104,8.56E-05
110,551,11.11910057,8.551979065,1.734311581,0.414003462,0.000152648
110,552,11.11741924,8.552657127,1.737809658,0.41474849,0.000143453
110,553,11.11572552,8.553344727,1.740837693,0.416841984,5.32E-05
110,554,11.11401272,8.554039001,1.743753433,0.41974321,4.79E-05
111,555,11.11388588,8.55375576,1.746148348,0.417240769,7.20E-05
111,556,11.11364555,8.553478241,1.750203013,0.413306117,6.57E-05
111,557,11.11309242,8.546908379,1.7523669,0.413756996,7.69E-05
111,558,11.11246967,8.540867805,1.751886368,0.418856651,8.64E-05
111,559,11.0897913,8.574320793,1.797946215,0.398523688,0.001557714
112,560,11.09233284,8.589584351,1.781974673,0.418384105,0.000837417
112,561,11.09525394,8.604248047,1.764757276,0.44034481,6.53E-05
112,562,11.09810543,8.618979454,1.756070495,0.450922012,0.000304398
112,563,11.10158348,8.634177208,1.760625005,0.442604333,0.000743648
112,564,11.10436344,8.650774956,1.765245318,0.435424834,7.58E-06
113,565,11.10447311,8.650834084,1.770895123,0.427653879,0.00015587
113,566,11.10393047,8.651190758,1.781443477,0.414786398,0.000107043
113,567,11.10329723,8.651660919,1.786986113,0.410256118,0.000164764
113,568,11.09312344,8.669773102,1.790328264,0.426693141,0.000826327
113,569,11.08291912,8.688049316,1.793021083,0.444715232,3.78E-05
114,570,11.08450317,8.68888092,1.795220256,0.43874681,7.44E-05
114,571,11.08612633,8.689928055,1.801600099,0.427148491,8.76E-05
114,572,11.08743191,8.690764427,1.805905104,0.419657469,5.17E-05
114,573,11.08886719,8.691695213,1.804653287,0.420915902,0.000164591
114,574,11.09027004,8.692860603,1.798479795,0.430206984,0.000139568
115,575,11.09022331,8.69505024,1.797738791,0.431898147,4.46E-05
115,576,11.07526112,8.685926437,1.829853415,0.418498814,0.000624633
115,577,11.06043148,8.676906586,1.853377938,0.418641984,0.000336931
115,578,11.04601097,8.66825676,1.865638852,0.436144024,0.000525382
115,579,11.03447723,8.649808884,1.870193362,0.461631477,0.000135156
116,580,11.03397083,8.648071289,1.876834631,0.453549951,0.000124469
116,581,11.03316307,8.648872375,1.886127114,0.442334563,3.00E-05
116,582,11.03238869,8.649768829,1.891259313,0.437669456,8.03E-05
116,583,11.0317421,8.650629997,1.889496684,0.443664014,0.000192386
116,584,11.03106689,8.651639938,1.883860946,0.45586127,6.94E-05
117,585,11.03235054,8.645587921,1.885358334,0.451967955,3.00E-05
117,586,11.03473473,8.63775444,1.883854628,0.451403052,3.96E-05
117,587,11.03731155,8.630069733,1.883418679,0.449117929,1.11E-05
117,588,11.03989506,8.622156143,1.882608652,0.447705239,1.04E-05
117,589,11.04278469,8.614796638,1.879155517,0.450078338,3.48E-05
118,590,11.04278469,8.614796638,1.879312038,0.45018521,1.05E-05
118,591,11.04284,8.614844322,1.879042387,0.45124045,1.43E-05
118,592,11.04296684,8.614898682,1.8785671,0.452960968,1.57E-05
118,593,11.043046,8.61490345,1.8794806,0.453122109,1.57E-05
118,594,11.04311275,8.61490345,1.881945968,0.451387614,1.62E-05
119,595,11.04311371,8.61490345,1.88240695,0.45104605,1.03E-05
119,596,11.04311371,8.614905357,1.883060813,0.450764418,1.01E-05
119,597,11.04311275,8.614909172,1.883765221,0.450751334,9.91E-06
119,598,11.04639149,8.619714737,1.875612974,0.45865196,0.000116768
119,599,11.04901505,8.623214722,1.871663451,0.462346911,4.42E-05
120,600,11.04802418,8.62491703,1.879885316,0.45266816,0.000144357
120,601,11.06400967,8.65827179,1.878207684,0.424913347,0.000448315
120,602,11.08052826,8.692088127,1.863986611,0.416140079,0.000501705
120,603,11.09792042,8.726608276,1.834296703,0.430675179,0.00074058
120,604,11.11544609,8.761268616,1.800245404,0.452149153,8.26E-05
121,605,11.11567879,8.7623806,1.811653614,0.436096072,0.000367876
121,606,11.11591816,8.763496399,1.824439764,0.418578863,2.83E-05
121,607,11.11645222,8.764801979,1.827896357,0.415493488,0.000294513
121,608,11.10687733,8.755412102,1.831244946,0.433353096,0.000564112
121,609,11.0981226,8.746572495,1.832924128,0.453609943,6.47E-05
122,610,11.09535408,8.747447014,1.845858574,0.44096148,0.000240126
122,611,11.09260559,8.748338699,1.858417392,0.429372072,2.07E-05
122,612,11.0901041,8.749238014,1.862753868,0.430419803,0.000213089
122,613,11.08785343,8.749904633,1.858815908,0.444183171,0.000210781
122,614,11.08752537,8.74754715,1.85307765,0.460069388,9.34E-05
123,615,11.08848,8.747411728,1.861249208,0.447100252,0.000214114
123,616,11.08951664,8.747237206,1.869870424,0.434322327,3.16E-05
123,617,11.09074593,8.747325897,1.871217132,0.432709515,0.000160536
123,618,11.08778191,8.749880791,1.871477008,0.440454215,0.00010301
123,619,11.08488846,8.752664566,1.867483377,0.454898775,6.34E-05
124,620,11.08480167,8.753709793,1.87214613,0.448637724,5.81E-05
124,621,11.08480644,8.754889488,1.876385331,0.44339487,1.73E-05
124,622,11.08481979,8.756048203,1.87749505,0.443240941,4.02E-05
124,623,11.09111214,8.743990898,1.866224527,0.452831119,0.000146934
124,624,11.09731388,8.731449127,1.85834372,0.458192945,3.49E-05
125,625,11.09729099,8.731452942,1.866219997,0.447405428,0.000141908
125,626,11.0972662,8.731460571,1.874518514,0.436486095,1.41E-05
125,627,11.09726906,8.731648445,1.876036763,0.436243892,0.000133927
125,628,11.09722424,8.73242569,1.870442867,0.447295278,0.000145399
125,629,11.09716511,8.733231544,1.864649057,0.459091365,1.19E-05
126,630,11.10380459,8.74448967,1.866228342,0.44425866,0.000229152
126,631,11.11048222,8.755840302,1.866376281,0.431944668,1.99E-05
126,632,11.11733055,8.767418861,1.857949495,0.432876527,0.000193156
126,633,11.12161446,8.778722763,1.846167564,0.443885922,0.00010678
126,634,11.12524986,8.790881157,1.837558746,0.45248118,4.23E-05
127,635,11.12539196,8.790989876,1.845194817,0.441803634,0.000132137
127,636,11.12555504,8.791158676,1.852979422,0.431521803,2.11E-05
127,637,11.12507153,8.79199791,1.854421616,0.432462037,0.000135871
127,638,11.13362408,8.806314468,1.83712256,0.446479887,0.00024156
127,639,11.14226913,8.820713043,1.823873997,0.455027044,4.85E-05
128,640,11.14238453,8.820105553,1.835676074,0.438775301,0.000273628
128,641,11.14251232,8.819496155,1.84726119,0.423449099,2.13E-05
128,642,11.14295387,8.819252968,1.8474828,0.425614625,0.000303758
128,643,11.14392757,8.800050735,1.839763999,0.441055536,0.0001763
128,644,11.14490604,8.78076458,1.832419276,0.456534952,1.84E-05
129,645,11.14500904,8.78040123,1.844105005,0.440430701,0.000255885
129,646,11.14491081,8.779738426,1.855202079,0.425950557,1.33E-05
129,647,11.1479578,8.748763084,1.856471181,0.423971593,0.000161632
129,648,11.14983845,8.716733932,1.846958756,0.441413879,0.000343547
129,649,11.15177059,8.684685707,1.837012529,0.460076898,2.06E-05
130,650,11.1516552,8.68515873,1.851050496,0.441110879,0.000332087
130,651,11.1516304,8.685905457,1.863755822,0.424586385,2.39E-05
130,652,11.15346432,8.686571121,1.861046672,0.429087639,0.000394972
130,653,11.15408802,8.687413216,1.849611282,0.449603349,0.000225725
130,654,11.15406227,8.688603401,1.843980193,0.463651359,5.88E-05
131,655,11.13192272,8.710390091,1.892356277,0.435738862,0.000731593
131,656,11.11007214,8.732660294,1.929484844,0.424885154,0.000251101
131,657,11.08968067,8.756126404,1.942489624,0.450360298,0.001080501
131,658,11.06937599,8.779967308,1.94600904,0.490330279,0.000171352
131,659,11.04919624,8.803660393,1.965842843,0.507512391,0.000424051
132,660,11.05082798,8.804913521,1.990655184,0.471077204,0.001056011
132,661,11.05252743,8.806211472,2.01162529,0.440340817,2.68E-05
132,662,11.20644379,8.800534248,1.797544718,0.533694506,0.012083182
132,663,11.39418125,8.794000626,1.606797695,0.541630745,0.006010694
132,664,11.60687637,8.797964096,1.446599126,0.445158005,0.009271592
133,665,11.6152401,8.804472923,1.497728944,0.35725978,0.007068544
133,666,11.62243938,8.810667992,1.561256528,0.254759431,0.000496246
133,667,11.64168167,8.827151299,1.565811276,0.258924931,0.010676879
133,668,11.6724081,8.85392952,1.512782693,0.365088791,0.010079902
133,669,11.70323467,8.880800247,1.461661339,0.4680686,0.000174977
134,670,11.71816826,8.899143219,1.502884507,0.386688709,0.006808141
134,671,11.73239803,8.909646034,1.568765879,0.273664415,0.001410725
134,672,11.75326157,8.922520638,1.58576417,0.250792593,0.008771403
134,673,11.78790951,8.945640564,1.54010725,0.33419919,0.012255845
134,674,11.81495094,8.991363525,1.520292997,0.394044399,0.001000114
135,675,11.8154192,8.987128258,1.539029837,0.367080241,0.000970935
135,676,11.81549168,8.983473778,1.553089619,0.349989474,0.000235878
135,677,11.81599617,8.980313301,1.55670619,0.35138157,0.000512832
135,678,11.81659031,8.977484703,1.548356414,0.374566078,0.000632736
135,679,11.81710815,8.974626541,1.544739366,0.392154664,0.000194752
136,680,11.81727695,8.975690842,1.558816314,0.371935844,0.000583691
136,681,11.81744957,8.976775169,1.572740316,0.353570849,0.000145913
